,refs,trans,__index_level_0__,model_corrected
644,i have eruptions on my face that come and go ,i have eruptions on my face that come and go,5917,i have eruptions on my face that come and go 
645,i cant stand up or sit down i have a pain in my back that annoys me,i cant stand up or sit down i have a pain in my back that annoys me,5918,i cant stand up or sit down i have a pain in my back that annoys me
646,every time i comb my hair there are so many hair in my comb,every time i comb my hair there are so many hair in my comb,5919,every time i comb my hair there are so many hair in my comb
647,i feel dizzy when i set infront of my laptop for an hour or two what possibly could be the reason,i feel dizzy when i sit in front of my laptop for an hour or two what possibly could be the reason,5920,i feel dizzy when i set infront of my laptop for an hour or two what possibly could be the reason
648,i dont have full range of motion with my arms,i don t have full range of motion with my arms,5921,i dont have full range of motion with my arms
649,the area around my heart doesnt feel good,the area around my heart doesnt feel good,5922,the area around my heart doesnt feel good
650,i have terrible pain in my heart,i have terrible pain in my heart,5923,i have terrible pain in my heart
651,i have a hard muscle pain since i went to the gym,i have a hard muscle pain since i went to the gym,5924,i have a hard muscle pain since i went to the gym
652,i feel muscle pain every time i make an extra effort,i feel muscle pain every time i make an extra effort,5925,i feel muscle pain every time i make an extra effort
653,my chest acne breaks out and never clears up,my chest acne breaks out and never clears up,5926,my chest acne breaks out and never clears up
654,when i move on my shoulder pain shoots down my arm,when i move on my shoulder pain shoots down my arm,5927,when i move on my shoulder pain shoots down my arm
655,my left side aches much,my left side aches much,5928,my left side aches much
656,i wake up at night feeling cold,i wake up at night feeling cold,5929,i wake up at night feeling cold
657,surgical wound infections,surgical wound infections,5930,surgical wound infections
658,when i tried to be warm and wear more clothes i found that i was still cold,when i tried to be warm and wear more clothes i found that i was still cold,5931,when i tried to be warm and wear more clothes i found that i was still cold
659,i cant stand up i feel my brain is moving inside my skull,i cant stand up i feel my brain is moving inside my skull,5932,i cant stand up i feel my brain is moving inside my skull
660,id say usually have to get up about once a night ,id say usually have to get up about once a night ,6831,id say usually have to get up about once a night 
661,to go to the toilet ,to go to the toilet ,6832,to go to the toilet 
662,and any vomiting or problems with swallowing ,on any vomiting or problems were swallowing ,6833,on any vomiting or problems with swallowing 
663,and any other medical conditions that you have ,on dh any other medical conditions that you have ,6834,and any other medical conditions that you have 
664,okay you are on any medications from your gp ,okay you on any medications from your gp ,6835,okay and are you on any medications from your gp 
665,any allergies ,any allergies ,6836,any allergies 
666,not that i know of ,know that i know ,6837,know that i know 
667,no okay and any family history of anything ,i know on any family history of anything ,6838,i know on any family history of anything 
668,yeah my moms got ulcerative colitis ,yeah my moms got ulcerated claytor ,6839,yeah my moms got ulcerated claytor 
669,okay and is she well with that or is she on medications ,okay andi is she well with that or shell just take medications for that ,6840,okay and is she well with that or just take medications for that 
670,okay and so whats your understanding of of whats been going on so far ,okay on dh so whats your understanding ofthe off whats been going on so far ,6841,okay so whats your understanding of whats been going on so far 
671,so im worried that ive got colitis as well ,so im worried that ive got quite a okay okay ,6842,so im worried that ive got quite a okay okay 
672,does your moms experience make you more concerned about that or ,does your moms expedient to make you more concerned by that ,6843,does your moms expedient to make you more concerned by that 
673,a little bit because she sometimes has a flare ups ,are im a little bit because she sometimes flare ups ,6844,are im a little bit because she sometimes flare up 
674,and that could be quite unwell with that so im quite worried but thats whats going to happen to me as well ,could be quite a while with that so im quite worried that thats whats going on ,6845,could be quite a while with that so im quite worried that thats whats going on 
