sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
394,aye i mean aye i i shave every day so im im looking at myself its not not not a pretty sight to be honest at the best of times but its been a wee bit a wee bit rough uh the last few days for sure,i i mean *** i i shave every day so im im looking at myself its not not not a pretty  site to be honest at the best of times but its been a wee bit a wee bit rough ** the last few days for sure,aye -> i; sight -> site,2,aye; uh,2,,0,43
395,ohh right right * aye sorry you mean im looking ah right yeah uh no ** i i dont i dont really like to look you know to look at it so ** i      i i havent havent tried to do any of that,all right right i   i sorry you mean im looking uh ***** **** uh no no i i dont i dont really like to look you know to look at it so ii i havent i ****** havent tried to do any of that,ohh -> all; aye -> i; ah -> uh; i -> havent,4,right; yeah; havent,3,i; no; ii,3,34
396,uh yeah **** a a wee bit i mean you know im fit im im fifty years old now and my my hearings you know its not as good as it used to be but ** you know i i i think i think its all right its all right,uh yeah yeah a a wee bit i mean you know im  fi im im fifty years old now *** my my hearings you know its not as good as it used to be but uh you know * i i think i think its all right its all right,fit -> fi,1,and; i,2,yeah; uh,2,45
397,uh no no no its its not no no no,uh no no no its all  no no no no,its -> all; not -> no,2,,0,,0,8
398,* sorry what was that,s sorry what was that,,0,,0,s,1,4
399,yeah yeah thats thats thats thats definitely something ive noticed like you know in in bed with the wife and having to you know get out and get the blanket off and put it back on again its its not its not pleasant i mean im keeping her up at night as well which is a bloody nightmare but i mean you know how these things are,yeah yeah thats thats thats thats definitely something ive noticed like you know in in bed with the wife  im having to you know get out and get the blanket off and put it back on again its its not its not pleasant i mean im keeping her up at night as well which is * bloody nightmare but i mean you know how these things are,and -> im,1,a,1,,0,65
400,but uh no i mean no *  you know you know i can i just feel it in my forehead but i mean i havent havent you know used a thermometer or anything,*** uh no i mean no i mean    i you know i can i just feel it on my forehead but i mean i havent havent you know used a thermometer or anything,you -> mean; know -> i; in -> on,3,but,1,i,1,28
401,uh the the first the first day i had you know a wee bit of uh **** ** you know uh you know the rot like a wee bit of diarrhoea,uh the the first the first day i had you know a wee bit of uh what we you know ** you know the *** like a wee bit of  diarrhea,diarrhoea -> diarrhea,1,uh; rot,2,what; we,2,26
402,you know but but that thats thats fine now um and yeah but but apart from that no,you know but but that thats thats fine now um and yeah but *** apart from that no,,0,but,1,,0,17
403,uh yeah i mean im im im trying to and i think what what is ** you you starve a cold and you feed the i cant remember what it is but i think *  ive uh my appetites been been all right yeah yeah im trying to trying to keep  keep the fluids up as well you know i hear thats what you should do,uh yeah i mean im im im trying to and i think what what is it you you starve a cold and you feed the i cant remember what it is but i think i have uh my appetites been been all right yeah yeah im trying to trying to keep words *** ****** up as well you know i hear thats what you should do,ive -> have; keep -> words,2,the; fluids,2,it; i,2,60
404,yeah its its its just been a wee i mean again you know im im getting a just a wee bit older now so it its its not something that i i was thinking about but i have i have noticed like when i you know when im bending down and,yeah its its its just been a  we i mean again you know im im getting * just a wee bit older now so ** its its not something that i i was thinking about but i have i have noticed that when i you know when im bending down and,wee -> we; like -> that,2,a; it,2,,0,47
405,*** know moving about its just a wee a wee bit stiffer than than normal you know and im i think that might be to do with whatever this,you know moving about its just a *** a wee bit stiffer than than normal you know and ii i think that might be to do with whatever this,im -> ii,1,wee,1,you,1,26
406,it its just kinda like you know when youre when youre bending like elbows and knees and just just a wee bit **** kinda stiff you know,uh its just kinda like you know when youre when youre bending like elbows and knees and just just a wee bit kind    of stiff you know,it -> uh; kinda -> of,2,,0,kind,1,24
407,yeah i would say what day is it today its uh wednesday so it would have been what  is it saturday   cause i was out,yeah i would say what *** is it today its uh wednesday so it would have been what was it saturday because i was out,is -> was; cause -> because,2,day,1,,0,22
408,yeah i was out having dinner and then yeah i i came yeah yeah yeah it would have been that cause i was out for my wifes uh shes she was doing this wee thing   we had a wee bit of a celebration so we were out for that,**** i was *** having dinner and then yeah i i came yeah yeah yeah it would have been that ***** i was out for my wifes ** shes she was doing this  we thing with *** a *** bit of a celebration so ** were out for that,wee -> we; we -> with,2,yeah; out; cause; uh; had; wee; we,7,,0,40
409,and i remember saying to her it was like you know what im im im not feeling great you know i i stuck it out with her but aye it would have been that saturday so whats that about five five days ago yeah yeah yeah yeah,and i remember saying to her  i was like you know what im im im not feeling great you know i * stuck it out with her but   i it would have been that saturday ** whats that about five five days ago yeah yeah yeah yeah,it -> i; aye -> i,2,i; so,2,,0,43
