sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
771,the warming system of my house is broken and  feel so cold,the warming system of my house is broken and feels so cold,feel -> feels,1,,0,,0,11
772,when * get up i found that i have a stomach ache and i tried to take medecine but my stomach ** still hurting me,when i get up i found that i have a stomach ache and i tried to take medicine but my stomach is still hurting me,medecine -> medicine,1,,0,i; is,2,22
773,i have a neck pain when i sit ** infront of my laptop,i have a neck pain when i sit in   front of my laptop,infront -> front,1,,0,in,1,11
774,i have disterbance in my emotion,i have disturbance in my emotion,disterbance -> disturbance,1,,0,,0,5
775,when my       grand father died i felt a hard emotional pain,when my grandfather ****** died i felt a hard emotional pain,grand -> grandfather,1,father,1,,0,9
776,i had * alot of exercise yesterday so i feel sharp muscle pains,i had a  lot of exercise yesterday so i feel sharp muscle pains,alot -> lot,1,,0,a,1,11
777,fell skull is cracked like nuts,fellow skull is cracked like nuts,fell -> fellow,1,,0,,0,5
778,had i stepped on a needle it wouldnt have hurt so much like this damned spur in my heel,had i stepped on a needle it wouldnt have hurt so much like this   damn spur in my heel,damned -> damn,1,,0,,0,18
779,there feels like a swollen  knot at my ******** shoulderblade with pain shooting from that,there feels like a swollen knott at my shoulder         blade with pain shooting from that,knot -> knott; shoulderblade -> blade,2,,0,shoulder,1,12
780,i was diagnosed with pneumonia i cant  breath easily,i was diagnosed with pneumonia i cant breathe easily,breath -> breathe,1,,0,,0,8
781,i cant really jump on my left foot because my triple fracture of the ankle left me with ***** neverending pains,i cant really jump on my left foot because my triple fracture of the ankle left me with never      ending pains,neverending -> ending,1,,0,never,1,19
782,i *** dont have problems taking in breath but out breath is so heavy,i don    t have problems taking in breath but out breath is so heavy,dont -> t,1,,0,don,1,12
783,when i go to stand my  head starts swirling,when i go to stand my heads  start swirling,head -> heads; starts -> start,2,,0,,0,7
784,when i get up i see my skin vague,when i get up i see my skin   bag,vague -> bag,1,,0,,0,8
785,i have ** issue with my skin,i have an issue with my skin,,0,,0,an,1,6
786,i have a pain in my trapes,i have a pain in my  traps,trapes -> traps,1,,0,,0,6
787,the knee feels like it rusted and i suddenly cannot bend it anymore,the knee feels like it rested and i suddenly cannot bend it anymore,rusted -> rested,1,,0,,0,12
788,i was diagnosed with * ****** b12deficiency anemia which explains why i always felt cold,i was diagnosed with b twelve    deficiency anemia which explains why i always felt cold,b12deficiency -> deficiency,1,,0,b; twelve,2,12
789,i feel pain in my legs muscles after i ran yesterday i took some        pain killers but it doesnt help,i feel pain in my legs muscles after i ran yesterday i took some painkillers ******* but it doesnt help,pain -> painkillers,1,killers,1,,0,18
790,i had a collision while playing soccer my knee buckled and now ** its unstable,i had a collision while playing soccer my knee buckled and now it   s unstable,its -> s,1,,0,it,1,13
791,i had a cold the last time i travelled by plane and i still have a discomfort in my ears,i had a cold the last time i  traveled by plane and i still have a discomfort in my ears,travelled -> traveled,1,,0,,0,19
792,i have an     ear ache that wont go away i dont have a cold or headache or any other symptoms just an earache,i have an earache **** that wont go away i dont have a cold or headache or any other symptoms just an earache,ear -> earache,1,ache,1,,0,21
793,there is pain in the muscles i do not know caused,there is pain in the muscles i do not know  cause,caused -> cause,1,,0,,0,10
794,my body feels weak and i think that my face is  fade and i cant sleep well,my body feels weak and i think that my face is fayed and i cant sleep well,fade -> fayed,1,,0,,0,16
795,i noticed an important decrease in my vision when i   try to look at things up close,i noticed an important decrease in my vision when i tried to look at things up close,try -> tried,1,,0,,0,16
796,i *** dont know why im constantly sad,i don    t know why im constantly sad,dont -> t,1,,0,don,1,6
797,i dont have * problems taking in breath but out breath is so heavy,i dont have a  problem taking in breath but out breath is so heavy,problems -> problem,1,,0,a,1,12
798,my grandmother last year went to *** hospital because she was having a hard time breathing,my grandmother last year went to the hospital because she was having a hard time breathing,,0,,0,the,1,15
799,i have a cut that has become red and oozes puss,i have a cut that has become red and oozes  pus,puss -> pus,1,,0,,0,10
800,i was diagnosed with * ****** b12deficiency anemia which explains why i always felt cold,i was diagnosed with b twelve    deficiency anemia which explains why i always felt cold,b12deficiency -> deficiency,1,,0,b; twelve,2,12
801,i feel pain in my right shoulder after the tennis match,i  got pain in my right shoulder after the tennis match,feel -> got,1,,0,,0,10
802,i cant see the sign i have a  blurry vision,i cant see the sign i have a blurred vision,blurry -> blurred,1,,0,,0,9
803,i have a break in the skin inside ** one of my nostrils that has become infected and ** is now filled with pus,i have a break in the skin inside of one of my nostrils that has become infected and it is now filled with pus,,0,,0,of; it,2,22
804,i dont know why    im constantly sad,i dont  lie  im gonna        say  it,know -> lie; why -> im; im -> gonna; constantly -> say; sad -> it,5,,0,,0,2
805,when i get up     i feel dizzy * and fall down,when i get up after   no dizzy i can fall down,i -> after; feel -> no; and -> can,3,,0,i,1,7
806,i have tried to  relief it but i cant,i have tried to relieve it but i cant,relief -> relieve,1,,0,,0,8
807,my left ear is ok but the right one feels like its being stabbed with a nail,my left ear is ok but the right one feels like its  been     out with a nail,being -> been; stabbed -> out,2,,0,,0,15
808,there is this pain that radiates from my chest up to my left arm,theres ** **** pain that radiates from my chest up to my left arm,there -> theres,1,is; this,2,,0,11
809,i have pimples  in patches along with a lot of redness on my face,i have pimples and patches along with a lot of redness on my face,in -> and,1,,0,,0,13
810,my muscle  in my shoulder burns when  i move  my arm,my muscle and my shoulder burns when im   in the arm,in -> and; i -> im; move -> in; my -> the,4,,0,,0,7
811,i **** feel pain in my neck,i have    a pain in my neck,feel -> a,1,,0,have,1,5
812,i have an     ear ache that wont go away i dont have a cold or * headache or any other symptoms just an *** earache,i have an earache  and   it wont go away i dont have a cold or a headache or any other symptoms just an ear    ache,ear -> earache; ache -> and; that -> it; earache -> ache,4,,0,a; ear,2,19
813,i often get a stomach ache after i eat i havent been able to pinpoint which foods might be the trigger,ill ***** get a stomach ache after i eat i havent been able to pinpoint  with  food might be the trigger,i -> ill; which -> with; foods -> food,3,often,1,,0,17
814,sometimes i feel like a claw on my chest that leaves me breathless,sometimes i feel like a  car on my chest that leaves me breathless,claw -> car,1,,0,,0,12
815,* im not good i feel dizzy,i am not good i feel dizzy,im -> am,1,,0,i,1,5
816,i was playing football and injuried with joint pain,i was playing football and  injured with joint pain,injuried -> injured,1,,0,,0,8
817,i have a feeling like my whole body is complaining,i have a feeling **** my whole body is complaining,,0,like,1,,0,9
818,i have a break in the skin between my thumb and *** index finger and it will not close,i have a break in the skin between my thumb and the index finger and it will not close,,0,,0,the,1,18
819,i have a pain in my trapes,i have a pain in my   feet,trapes -> feet,1,,0,,0,6
820,my hair is falling when  i am combing it,my hair is falling when im ** combing it,i -> im,1,am,1,,0,7
821,i feel a lot of pain in the joints,i feel a lot of pain in  my joints,the -> my,1,,0,,0,8
822,i    had a collision while playing soccer my knee buckled and now its unstable,i finish * ********* while playing soccer my knee buckled and now its unstable,had -> finish,1,a; collision,2,,0,11
823,i  hve cut my finger because of playing football and i to apply pain relief cream but it does not help,i have cut my finger because of playing football and i do apply pain relief cream but it does not help,hve -> have; to -> do,2,,0,,0,19
824,the pain is intense especially when i go down the stairs it feels like something has snapped inside my knee,the pain is intense especially when i go down the stairs it feels like something has    snap inside my knee,snapped -> snap,1,,0,,0,19
825,my shower drain is full of hair every time,my ****** ***** is **** ** **** every time,,0,shower; drain; full; of; hair,5,,0,4
826,i feel    shoulder pain at intervals of time,i feel shouldering **** at intervals of time,shoulder -> shouldering,1,pain,1,,0,6
827,my knees ache on cold and rainy days,my knees ache on gold  in    my days,cold -> gold; and -> in; rainy -> my,3,,0,,0,5
828,my foot hurts me a lot of playing football,my foot hurts me a lot ** playing football,,0,of,1,,0,8
829,i have a great pain in my thorax from heart injury,i have a great pain in my thorax  for heart injury,from -> for,1,,0,,0,10
830,my ear ache when im listening to music,my ear ache when  i    listen to music,im -> i; listening -> listen,2,,0,,0,6
831,my knee feels weak and it gave way the other day at the top of the stairs luckily there was a rail to hold   on to,my knee feels   we and it gave way  to other day at the top of the stairs luckily there was a rail to hold onto **,weak -> we; the -> to; on -> onto,3,to,1,,0,22
832,whats the symptoms of appendicitis,whats the symptoms of   appendicis,appendicitis -> appendicis,1,,0,,0,4
833,i cannot get warm no matter how much i wrap up or how high i put the heating on,i cannot get warm no matter how much i wrap up or low high i put the heating on,how -> low,1,,0,,0,18
834,after playing tennis i had a powerful ****** sensation close to my neck,after playing tennis i had a powerful senses       and close to my neck,sensation -> and,1,,0,senses,1,11
835,i get chills and  aches all over,i get chills and itches all over,aches -> itches,1,,0,,0,6
